City,Departure_Date,Return_Date,Picture_Path,Price,Num_Stops,Duration_Hours,Duration_Minutes,Lodging_Cost,Description
Canmore,Mar 3,Mar 9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTE6vmyYlTjkHX83nZVXmwcz0my1OnUCj6L9CQGbFT3336Ga4opxVFucm7z2bnDjcoGmnma70Y6HNPgIsTHLd6Z5o5QOxTMz7BIBvtF2pQ,250,0,3,9,126,"Canmore may refer to:
"
Revelstoke,Mar 31,Apr 6,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTyKEm9eaY7rHlhCgPGWuGeHZOo53gxwnbNq_-kEznGqB2oZOYvYXaoNHvcH5pObczgGkZ0zlMb3dtNIG-jmy2UWJoc1b2VxIvoVoy8ueE,250,1,3,9,155,"Revelstoke may refer to:
"
Nanaimo,Feb 10,Feb 16,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTka7645sHx2lojMk4sBOvwuZta6rIBIgS-GcjLblkq1V28g9XbwmgYrZ0g6hxA2CHwReVNPIT_pGC_lqtKCnXkAQaS7XyqpcvU5dpyYfo,152,0,2,59,128,"Nanaimo (/nəˈnaɪmoʊ/ nə-NY-moh) is a city on the east coast of Vancouver Island in British Columbia, Canada. As of the 2016 census, it had a population of 90,504. It is known as ""The Harbour City"". The city was previously known as the ""Hub City"", which has been attributed to its original layout design where the streets radiated out from the shoreline like the spokes of a wagon wheel, as well as its generally centralized location on Vancouver Island.[3][4] Nanaimo is also the headquarters of the Regional District of Nanaimo.
"
London,Mar 3,Mar 9,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSpJ-9h5hC3oGJI1ZyiKS0EGqABVJYKYGLmeGGF2ZhcSmJT9e3wopwhv0-KuhIHc28OJXXB0ampNTKjxU8PDuviz5-oUR6TldMJGdSfStU,476,1,20,50,103,"London is the capital and largest city of England and the United Kingdom. It stands on the River Thames in south-east England at the head of a 50-mile (80 km) estuary down to the North Sea, and has been a major settlement for two millennia.[9] The City of London, its ancient core and financial centre, was founded by the Romans as Londinium and retains boundaries close to its medieval ones.[note 1][10] Since the 19th century,[11] ""London"" has also referred to the metropolis around this core, historically split between the counties of Middlesex, Essex, Surrey, Kent, and Hertfordshire,[12] which largely comprises Greater London,[13] governed by the Greater London Authority.[note 2][14] The City of Westminster, to the west of the City of London, has for centuries held the national government and parliament.
"
Kamloops,Feb 10,Feb 16,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRH1atUanCF7zsz3qSVcUzLs-otA_4S4-tf_WnFDqUg352laoiGspsbnn-SO9giRQX416ldo-iPwnhYU27lY3QXuABI2ITN6ikHFcR2qX4,152,0,2,59,97,"Kamloops (/ˈkæmluːps/ KAM-loops) is a city in south-central British Columbia, Canada, at the confluence of the two branches of the Thompson River and east of Kamloops Lake. It is located in the Thompson-Nicola Regional District, whose district offices are based here.  The surrounding region is more commonly referred to as the Thompson Country.
"
Big White Ski Resort,Apr 21,Apr 27,https://encrypted-tbn2.gstatic.com/licensed-image?q=tbn:ANd9GcSrO3QvjepjV2AErv-9CIMtT8Lyprlq8igajWrCSaY6iwRN2OcBUrwl2ODgNfQrykQVlJQc--WSY7ztr_e4mGY5wViOa526TODxyOvGeJQ,293,1,6,10,,"The mountain summit is at 2,319 m (7,608 ft) with a vertical drop of 777 m (2,549 ft), serviced by 16 lifts. The mountain receives 750 cm of annual snowfall. It has 2,765 acres (11 km2) of overall skiable terrain.[1] With 38 acres (150,000 m2) of night skiing, Big White has western Canada's largest resort night skiing area. It has a central village classified as a designated place by Statistics Canada, which comprises accommodation, eateries, bars and shops. The village is 1,755 m (5,758 ft) above sea level.
"
Charlottetown,Jun 2,Jun 8,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQFmDzGxEHYjv45YlqFzR_MFktEJxtiBHpGf3VQun2xxe1R1mmbKi3dTVzWGQBK2igw9IzI35Nw8xFmFhpX0oNNPNUoUlAFtFoftxm0vHQ,371,1,10,33,137,"It was the site of the famous Charlottetown Conference in 1864, the first gathering of Canadian and Maritime statesmen to discuss the proposed Maritime Union. This conference led, instead, to the union of British North American colonies in 1867, which was the beginning of the Canadian confederation.  PEI, however, did not join Confederation until 1873. From this, the city adopted as its motto Cunabula Foederis, ""Birthplace of Confederation"".
"
Yellowknife,May 5,May 11,https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcQiGT6ZHeKEAOH6smEKL7YACHXAqjd1bNJ2cHu8PQeoVFAjcTCWwM5sz5DvcRHDNf0nOJetJva5jowh92hDsGiNjp7TLU2vR3fL4pXGn4I,409,1,7,10,128,"Yellowknife (/ˈjɛloʊnaɪf/; Dogrib: Sǫǫ̀mbak’è[9]) is the capital, largest community, and only city in the Northwest Territories, Canada. It is on the northern shore of Great Slave Lake, about 400 km (250 mi) south of the Arctic Circle, on the west side of Yellowknife Bay near the outlet of the Yellowknife River.
"
Mississauga,Feb 10,Feb 17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlSbxe4jPfppjOFfgPO9yxp-w6_1mDLVGiNuJ-_OD4S4Q9ru6dDPPS4C5omsAOQhgoOplfCjh1sikkNE180-TC69lmZkVdz4vf0Bg8-N4,239,1,4,37,108,"Mississauga (/ˌmɪsɪˈsɔːɡə/ (listen) mih-sih-SAW-gə)[3] is a city in the Canadian province of Ontario. It is situated on the shores of Lake Ontario in the Regional Municipality of Peel, bordering Toronto to the east. With a population of 721,599 as of the 2016 census, Mississauga is the sixth-most populous municipality in Canada, third-most in Ontario, and second-most in the Greater Toronto Area.[1][4]
"
Burnaby,Feb 10,Feb 16,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTaxA7rEtGYaHXerXSmFEo7oSDw8vdViAU8jB2cpcg2OZ2V0iET95nkES3YBVal8jZqQyUS_2T_PkrbcWAAu_oUVf949yFIcq-Kg4SlnyY,152,0,2,59,130,"Burnaby is a city in the Lower Mainland region of British Columbia, Canada. Located in the centre of the Burrard Peninsula, it neighbours the City of Vancouver to the west, the District of North Vancouver across the confluence of the Burrard Inlet with its Indian Arm to the north, Port Moody and Coquitlam to the east, New Westminster and Surrey across the Fraser River to the southeast, and Richmond on the Lulu Island to the southwest.
"
Windsor,Feb 17,Feb 23,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTdLZrZT0mJK2Amafm3ml4eex6_5G1CPtie-Pnq1dsengCxBPM-AGf7N5x8Csr1cTynaHHGQYcSzTbQjg8V9jUwX1DCxoZtXNZZ_MretA,132,1,11,17,175,"Windsor may refer to:
"
Sunshine Village,Mar 3,Mar 9,https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcRi00RW1eYbm0lRe15RmujoZuAS5fLbYI4TPcjG5IQECDxtDfDqZE-Ln-7WH0Wka9tt81Qq1rhzpMh0IgwMyOY3Tm5L3tCnPlXGlyrcJsA,250,0,3,9,126,"Banff Sunshine Village (formerly Sunshine Village) is a ski resort in western Canada, located on the Continental Divide of the Canadian Rockies within Banff National Park in Alberta and Mt Assiniboine Provincial Park in British Columbia. It is one of three major ski resorts located in the Banff National Park.[3] Because of its location straddling the Continental Divide, Sunshine receives more snow than the neighbouring ski resorts.  The Sunshine base area is located 15 km (9 mi) southwest of the town of Banff. By car, it is about a ninety-minute drive from the city of Calgary; the Sunshine exit on the Trans Canada Highway is 8 km (5 mi) west of the town of Banff.
"
San José,May 2,May 8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcPjIjMH5v3xFWl2kGOPSijSZR485m_QVAtrKj4fwHdU7nSAJrN46LwMuD1DlCvKFoaEVlr0diG1imvK-FlO1mUfCcPtKXKsEbwJjNg4I,178,1,7,5,74,"San José or San Jose may also refer to:
"
Panama City,Feb 5,Feb 11,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRLEEOtOcP5A-RYkT0b5KmV2_sEOQ7GFYVzZkOnB3QZ-I0DZGB35icDu3aw9VbHLzPe3AlQpjfAO9LKo511f0tHucwl4Mk8VGdR2O8xKWs,305,0,6,27,46,"Panama City (Spanish: Ciudad de Panamá; pronounced [sjuˈða(ð) ðe panaˈma]), also simply known as Panama (or Panamá in Spanish), is the capital and largest city of Panama.[3][4] It has an urban population of 880,691,[1] with over 1.5 million in its metropolitan area. The city is located at the Pacific entrance of the Panama Canal, in the province of Panama. The city is the political and administrative center of the country, as well as a hub for banking and commerce.[5]
"
Antigua Guatemala,Feb 27,Mar 8,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRV8dkUa_PQGXmfTrXMCS-NFnxCjZ9GlVRkHr718A-CfVj2egfolvQZ07mw2iirogKjewK5m-1T4vU6IKPT7AsBcpOCBPBagedGfdt4Eyo,142,1,4,40,77,"Antigua Guatemala serves as the municipal seat for the surrounding municipality of the same name. It also serves as the departmental capital of Sacatepéquez Department.
"
Tikal,Jan 28,Feb 3,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSqjIy1IX6elB2Br0NyLul72ZXwqOvQlt0Z9cVuB_3w62RENzEJuaYuEnU5aCNJ8Y-M159dh6DVytIULVLJPo4tqyKdksoqJ6BDBHWjJSw,,,,,76,"Tikal (/tiˈkɑːl/) (Tik’al in modern Mayan orthography) is the ruin of an ancient city, which was likely to have been called Yax Mutal,[2] found in a rainforest in Guatemala.[3] It is one of the largest archeological sites and urban centers of the pre-Columbian Maya civilization. It is located in the archeological region of the Petén Basin in what is now northern Guatemala. Situated in the department of El Petén, the site is part of Guatemala's Tikal National Park and in 1979 it was declared a UNESCO World Heritage Site.[4]
"
Parque Nacional Manuel Antonio,May 2,May 8,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSaXjmD2aFIH1-E3EQNUWMHzi-9piBprLiDbSnXyxUF53vapodRnj9SUU59viSaM8wfyOjbcpoam7-ZkFDi7iylOwaIdqzR7zCw8o5Gq-Y,178,1,7,5,139,"This park has impressive landscapes and several coves with many white-sand beaches and lush foliage amidst great mountains and forests that reach the beaches. Additionally, it is located in a tropical forest.
"
Lake Atitlán,Feb 27,Mar 8,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQkiMRG7ju-c_pNGfrpEf6b_Uj_5txkaQsvdBeSAI1ayul6NeVYLg9qDNsmPa24Ra6MIcXJVCEXobw0oClJWAH4hhM4kU0YSsHitcmyS5w,142,1,4,40,64,"Atitlán means ""between the waters"". In the Nahuatl language, ""atl"" is the word for water,[2] and ""titlan"" means between.[3] The ""tl"" at the end of the word ""atl"" is dropped (because it is a grammatical suffix) and the words are combined to form ""Atitlán"".
"
Roatán,Apr 9,Apr 15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-t_gR78Phnqjoga3pKVOEQZ4EnCOgYoMgCgmaBNuGrGr_so7UoVWHRTtuox6og9eClI2sISVTFqZbGoXC7-WSK02D_ZLBj6IB-DMQITs,710,1,15,53,124,"Roatán (Spanish pronunciation: [ro.a.ˈtan]) is an island in the Caribbean, about 65 kilometres (40 mi) off the northern coast of Honduras.  It is located between the islands of Útila and Guanaja, and is the largest of the Bay Islands of Honduras. The island was formerly known in English as Ruatan and Rattan.[1]
"
Monteverde,May 2,May 8,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTxlRu-gP2w7e4Xg5lfR1c7ZE8GX3IUwW-_EeXMgTwuugmV_VBtS2VSuPaXYeSs5RF6ZTmcUXwyhRFuwTXRBtpjt9h3mrYFjM2h4NAotSo,178,1,7,5,77,"In 2021, in recognition of its population and growing importance, Monteverde and the surrounding area became the country's 83rd canton, the 'Monteverde Canton'. Due to the 2022 Costa Rican general election, the change will not occur until February 2022; the first municipal elections will take place in 2024. 
"
Tamarindo,Feb 5,Feb 12,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTaN7ng83WeK2jAl-KAaAc6UqY-niKgLjihjBYlNxjVpLejSEZhRVY3vvBiH_MJfZRwcWHYW-JtgV0ougMRTW87ILsfJkwUD6BknZ68tP4,218,0,5,29,136,"Tamarind (Tamarindus indica) is a leguminous tree bearing edible fruit that is indigenous to tropical Africa. The genus Tamarindus is monotypic, meaning that it contains only this species. It belongs to family of Fabaceae.
"
Guatemala City,Feb 27,Mar 8,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRMi3w49r2EkZNkRSm-8PqX4E50bFaDDK3ReHCDAgvV3Zb-9_lRXWIBbVs6Ha05at3mrvpoYL2wyEOeCbWlj4_nMEVgpV9Lyjx5SuyBCyQ,142,1,4,40,86,"Guatemala City (Spanish: Ciudad de Guatemala), locally known as Guatemala or Guate, officially Ciudad de Guatemala (art. 231 of the Political Constitution of the Republic of Guatemala),[4] is the capital and largest city of Guatemala,[5] and the most populous urban area in Central America. The city is located in the south-central part of the country, nestled in a mountain valley called Valle de la Ermita (English: Hermitage Valley). The city is the capital of the Municipality of Guatemala and of the Guatemala Department.
"
San Salvador,Mar 28,Apr 4,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR24mn8sEdF9SE_J23uhC-1CvsuGf5od6MBhGkG3weGCjjGjmFpp7MYSDsT0uWdJNtcfYH37CojPdxb2pU7ilbBtYXM5gvuXVzrAGcMN0A,142,0,4,50,73,"San Salvador (Spanish pronunciation: [san salβaˈðoɾ]; lit. 'Holy Saviour') is the capital and the largest city of El Salvador and its eponymous department.[5] It is the country's political, cultural, educational and financial center.[6] The Metropolitan Area of San Salvador, which comprises the capital itself and 13 of its municipalities, has a population of 2,404,097. The urban area of San Salvador has a population of 1,600,000 inhabitants.[7]
"
Parque Nacional Corcovado,May 2,May 8,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ-8XpT1jvvHpfyLCNmwW4mHX-CvX0Sk1BmC2Eh25kPSQr0r1k_13q0VlISASbMPStReo78IQsM7gs3XOxYCNg2rKHD5CVPfiE1PPTz4qk,178,1,7,5,159,"The park conserves the largest primary forest on the American Pacific coastline and one of the few remaining sizable areas of lowland tropical forests in the world. Historically, logging has taken place in lowland areas because those areas are more easily accessible and contain the largest and most economically valuable trees. But those habitats, which feature diverse vegetation, are also usually the richest in biodiversity. So even though approximately half the tropical forests on Earth remain, what is left of the originally rich lowland forests is usually in too small an area to support the original natural biodiversity. Larger animals, especially, need a large habitat free of human activity. Unfortunately this means that even tourism, the economic incentive for Costa Rica and other developing nations to preserve and protect parks such as Corcovado, actually threatens the long-term biodiversity of the park.
"
Puerto Viejo de Talamanca,May 2,May 8,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSvHPewHjL5gPDVwfFgHUm62f4yF04iSlhv4UodUni7C4sbPSKdLH-9M7-P9EaMqJXKB4FCHrhh4f5yNH2hpK65KgyZ6khBjhj7_HjVxJU,178,1,7,5,64,"Puerto Viejo de Talamanca is a coastal town in Talamanca in Limón Province in southeastern Costa Rica, known simply as Puerto Viejo to locals.[1] The town was originally called Old Harbour until the Costa Rican government institutionalized Spanish as the national language and changed the names of the towns and landmarks in the area from English to Spanish or Native American. Fields became Bri Bri. Bluff became Cahuita. There is another town commonly known as Puerto Viejo in northeastern Costa Rica, Puerto Viejo de Sarapiquí, which can confuse visitors. Buses leaving the same San José station for either of the Puerto Viejos display the same destination, ""Puerto Viejo"".[1]
"
Ambergris Caye,Jan 28,Feb 3,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSQEWfSrJEuzd2pKWvbRGmUgxIY8_mleeBRGkNE9tSSDq7FFMl-5fILKsk3aTkz_NdLMvV31Nom5oaySlg1KUqgd1-T8IaoxS-f2Jcw__s,584,1,20,15,206,"A Maya community lived on the island in Pre-Columbian times and made distinctive polished red ceramics.[1]
"
Belize City,Mar 7,Mar 13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZL04yXG4UYMKJdpXDAmGcAkYVdHbYAAM4gZv0ypBZLeIglV9Y9NVqQzldVy-5cgyubbUHNtVoYJl78D1pIVTUBQEZvAtdGfEdye3ZJAo,316,1,13,59,128,"Belize City is the largest city in Belize and was once the capital of the former British Honduras. According to the 2010 census, Belize City has a population of 57,169 people in 16,162 households.[3] It is at the mouth of the Haulover Creek, which is a distributary of the Belize River. The Belize River empties into the Caribbean Sea eight kilometres (five miles) from Belize City on the Philip Goldson Highway on the coast of the Caribbean. The city is the country's principal port and its financial and industrial hub. Cruise ships drop anchor outside the port and are tendered by local citizens. The city was almost entirely destroyed in October 1961 when Hurricane Hattie swept ashore. It was the capital of British Honduras (as Belize was then named) until the government was moved to the new capital of Belmopan in 1970.[6]
"
Santa Teresa Beach,May 2,May 8,https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcTc9Sldj2cjVw_3qo6CQm9VdLJQjq5JzghAKKvYkRW6_YyHoKG5AwbW31vqcB70uSFsFLD4WkR4IHYkiYSplUgK_V2lIwl3PDAFeDDw38k,178,1,7,5,113,
San Juan del Sur,May 26,Jun 3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQa1X4JFgqF3_Gofp_2sajIh7_VTytNxUQT6YmqCCx8WRbCDhs2hLmNSZLUJa2ggO2eyVnr1hT81WNWo1rQVa7HaWIMZuCYRFggUzILRxc,358,1,6,50,60,"Its population is approximately 15,553, consisting largely of families engaged in fishing, tourism or food and beverage industry and foreigners from the United States, Canada and Europe. While the local economy  was, for many years, based on fishing and shipping, it has shifted towards tourism  in the last 20 years. In October 2002, to mark the city's 150th anniversary, it was formally designated the ""Port of San Juan del Sur"" and a ""Tourism City of Nicaragua.""[3]
"
Jaco,May 2,May 8,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSHDDJNdmpmp5c1ohZ48ItRl2KpsJ6oWM-WtIBxckmvLVs6tUnnC4sCh70t78_3pm-JE4XyIzCCqpx1jO8gysPdSZDf5SGGp_FqjnC3g14,178,1,7,5,96,"""Jaco"" is a common Afrikaans form of Jacob and James. Some of the better known people with this name include:
"
Managua,May 26,Jun 3,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT9ArutqCDBXZui_eDk-B5ZVCQe-WSwyhDIWohBON5V6FUnznIgIejDtLS_ikTI8tBGLXO5cW06nPIRU-tPajXUlXc8FzzQwxoUkHcxvZ8,358,1,6,50,65,"The city was declared the national capital in 1852.[2][3] Previously, the capital alternated between the cities of León and Granada. The 1972 Nicaragua earthquake and years of civil war in the 1980s severely disrupted and stunted Managua's growth.
"
Parque Nacional Volcán Arenal,May 2,May 8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHULT-lAB60KCCczdpYKd6_kq1TjtT7ThGpC8pORLgozk108vq5BIMfHNAzNltLFkoli0eOMcnIm4ZtSOUigDwCIjU04iZS3iI1xxumCE,178,1,7,5,101,"The park also contains a second volcano, Chato, whose crater contains a lagoon. It is also called Cerro Chato (literally Mount Chato) as it has been inactive for around 3500 years – coinciding with the creation and growth of Arenal itself. In and around the park are various lodges and hotels, some with their own hot springs, and others focused on the wildlife of the area.  Within the national park are the Museum of Volcanicity and a ranger station.
"
Placencia,Jan 28,Feb 3,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTOySonCC9VUmMnN-ZCY94N1NjyltVSr7LeHMpEfmOwyyFw_2BYoLjxw801Jk2xkcxR5aEEPoSQCV1mv8H02AZvAWXW--npTVVn2XX0TYs,724,1,20,25,130,"Prior to the European colonization of the Americas, the Placencia Peninsula was inhabited by the Maya. Archaeological evidence suggests that the Maya in this area produced salt and traded it with other settlements along the coast.[1]
"
Copan Ruinas,Feb 24,Mar 2,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQZpoOMGrYSXZUTUtrhBaNwQeCpRCuS9zOD_NVLUOhj1L-6CGNW3LwIFkW4QVhfZs2axg-v5hG5QNdDUK4boS05aufkIdxsq2wK9z7vYFg,172,1,17,11,83,"Every year in December, the town hosts the Conference on Honduras put on by Project Honduras.  The conference is an opportunity for individuals and grassroots organizations to discuss ways to improve the quality of life in Honduras through addressing the social and economic needs of the country, primarily in the areas of education, healthcare, and community building.  The theme of the Conference on Honduras on 18–20 October 2012 will be ""Understanding the Security Situation in Honduras"".[2]
"
Cocos Island,Feb 5,Feb 11,https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcRubkzJqizjM_bLhkzVlrx4nuLZc4aULbQMr1SpxFj8zqK-dPVNC_v-J3kbTgBm5rrqcD-4FydR8acIwu9Y4VdwsTX_SuRSHqBRKQbKy7M,466,1,9,0,,"The entirety of Cocos Island has been designated a Costa Rican National Park since 1978, and has no permanent inhabitants other than Costa Rican park rangers. Surrounded by deep waters with counter-currents, Cocos Island is admired by scuba divers for its populations of hammerhead sharks, rays, dolphins and other large marine species. The wet climate and oceanic qualities give Cocos an ecological character that is not shared with either the Galápagos Archipelago or any of the other islands (for example, Malpelo, Gorgona or Coiba) in the eastern Pacific Ocean.[6] Because of the unique ecology of the island and its surrounding waters, Cocos Island National Park became a UNESCO World Heritage Site in 1997.[7]
"
